  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.2400,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.0001,  0.0000,  0.0000,  0.0000,  0.0000,  0.2400,  0.0063,  0.0000,  0.0000,  0.0000,  0.0030,  0.0000
  0.0004,  0.0000,  0.0000,  0.0000,  0.0002,  0.2400,  0.0126,  0.0000,  0.0000,  0.0000,  0.0060,  0.0000
  0.0008,  0.0000,  0.0000,  0.0000,  0.0004,  0.2400,  0.0188,  0.0000,  0.0000,  0.0000,  0.0090,  0.0000
  0.0015,  0.0000,  0.0000,  0.0000,  0.0007,  0.2400,  0.0251,  0.0000,  0.0000,  0.0000,  0.0120,  0.0000
  0.0024,  0.0000,  0.0000,  0.0000,  0.0011,  0.2400,  0.0314,  0.0000,  0.0000,  0.0000,  0.0150,  0.0000
  0.0034,  0.0000,  0.0000,  0.0000,  0.0016,  0.2400,  0.0377,  0.0000,  0.0000,  0.0000,  0.0180,  0.0000
  0.0046,  0.0000,  0.0000,  0.0000,  0.0022,  0.2400,  0.0440,  0.0000,  0.0000,  0.0000,  0.0210,  0.0000
  0.0060,  0.0000,  0.0000,  0.0000,  0.0029,  0.2400,  0.0502,  0.0000,  0.0000,  0.0000,  0.0240,  0.0000
  0.0076,  0.0000,  0.0000,  0.0000,  0.0036,  0.2400,  0.0565,  0.0000,  0.0000,  0.0000,  0.0270,  0.0000
  0.0094,  0.0000,  0.0000,  0.0000,  0.0045,  0.2400,  0.0628,  0.0000,  0.0000,  0.0000,  0.0300,  0.0000
  0.0114,  0.0000,  0.0000,  0.0000,  0.0054,  0.2400,  0.0691,  0.0000,  0.0000,  0.0000,  0.0330,  0.0000
  0.0135,  0.0000,  0.0000,  0.0000,  0.0065,  0.2400,  0.0754,  0.0000,  0.0000,  0.0000,  0.0360,  0.0000
  0.0159,  0.0000,  0.0000,  0.0000,  0.0076,  0.2400,  0.0816,  0.0000,  0.0000,  0.0000,  0.0390,  0.0000
  0.0184,  0.0000,  0.0000,  0.0000,  0.0088,  0.2400,  0.0879,  0.0000,  0.0000,  0.0000,  0.0420,  0.0000
  0.0211,  0.0000,  0.0000,  0.0000,  0.0101,  0.2400,  0.0942,  0.0000,  0.0000,  0.0000,  0.0450,  0.0000
  0.0240,  0.0000,  0.0000,  0.0000,  0.0115,  0.2400,  0.1005,  0.0000,  0.0000,  0.0000,  0.0480,  0.0000
  0.0271,  0.0000,  0.0000,  0.0000,  0.0129,  0.2400,  0.1068,  0.0000,  0.0000,  0.0000,  0.0510,  0.0000
  0.0303,  0.0000,  0.0000,  0.0000,  0.0145,  0.2400,  0.1130,  0.0000,  0.0000,  0.0000,  0.0540,  0.0000
  0.0338,  0.0000,  0.0000,  0.0000,  0.0161,  0.2400,  0.1193,  0.0000,  0.0000,  0.0000,  0.0570,  0.0000
  0.0374,  0.0000,  0.0000,  0.0000,  0.0179,  0.2400,  0.1256,  0.0000,  0.0000,  0.0000,  0.0600,  0.0000
  0.0413,  0.0000,  0.0000,  0.0000,  0.0197,  0.2400,  0.1319,  0.0000,  0.0000,  0.0000,  0.0630,  0.0000
  0.0453,  0.0000,  0.0000,  0.0000,  0.0216,  0.2400,  0.1382,  0.0000,  0.0000,  0.0000,  0.0660,  0.0000
  0.0494,  0.0000,  0.0000,  0.0000,  0.0236,  0.2400,  0.1444,  0.0000,  0.0000,  0.0000,  0.0690,  0.0000
  0.0538,  0.0000,  0.0000,  0.0000,  0.0257,  0.2400,  0.1507,  0.0000,  0.0000,  0.0000,  0.0720,  0.0000
  0.0584,  0.0000,  0.0000,  0.0000,  0.0279,  0.2400,  0.1570,  0.0000,  0.0000,  0.0000,  0.0750,  0.0000
  0.0631,  0.0000,  0.0000,  0.0000,  0.0302,  0.2400,  0.1633,  0.0000,  0.0000,  0.0000,  0.0780,  0.0000
  0.0681,  0.0000,  0.0000,  0.0000,  0.0325,  0.2400,  0.1696,  0.0000,  0.0000,  0.0000,  0.0810,  0.0000
  0.0732,  0.0000,  0.0000,  0.0000,  0.0350,  0.2400,  0.1758,  0.0000,  0.0000,  0.0000,  0.0840,  0.0000
  0.0785,  0.0000,  0.0000,  0.0000,  0.0375,  0.2400,  0.1821,  0.0000,  0.0000,  0.0000,  0.0870,  0.0000
  0.0839,  0.0000,  0.0000,  0.0000,  0.0401,  0.2400,  0.1884,  0.0000,  0.0000,  0.0000,  0.0900,  0.0000
  0.0896,  0.0000,  0.0000,  0.0000,  0.0428,  0.2400,  0.1947,  0.0000,  0.0000,  0.0000,  0.0930,  0.0000
  0.0954,  0.0000,  0.0000,  0.0000,  0.0456,  0.2400,  0.2010,  0.0000,  0.0000,  0.0000,  0.0960,  0.0000
  0.1015,  0.0000,  0.0000,  0.0000,  0.0485,  0.2400,  0.2072,  0.0000,  0.0000,  0.0000,  0.0990,  0.0000
  0.1077,  0.0000,  0.0000,  0.0000,  0.0514,  0.2400,  0.2135,  0.0000,  0.0000,  0.0000,  0.1020,  0.0000
  0.1140,  0.0000,  0.0000,  0.0000,  0.0545,  0.2400,  0.2198,  0.0000,  0.0000,  0.0000,  0.1050,  0.0000
  0.1206,  0.0000,  0.0000,  0.0000,  0.0576,  0.2400,  0.2261,  0.0000,  0.0000,  0.0000,  0.1080,  0.0000
  0.1274,  0.0000,  0.0000,  0.0000,  0.0608,  0.2400,  0.2324,  0.0000,  0.0000,  0.0000,  0.1110,  0.0000
  0.1343,  0.0000,  0.0000,  0.0000,  0.0642,  0.2400,  0.2386,  0.0000,  0.0000,  0.0000,  0.1140,  0.0000
  0.1414,  0.0000,  0.0000,  0.0000,  0.0676,  0.2400,  0.2449,  0.0000,  0.0000,  0.0000,  0.1170,  0.0000
  0.1487,  0.0000,  0.0000,  0.0000,  0.0710,  0.2400,  0.2512,  0.0000,  0.0000,  0.0000,  0.1200,  0.0000
  0.1562,  0.0000,  0.0000,  0.0000,  0.0746,  0.2400,  0.2575,  0.0000,  0.0000,  0.0000,  0.1230,  0.0000
  0.1638,  0.0000,  0.0000,  0.0000,  0.0783,  0.2400,  0.2638,  0.0000,  0.0000,  0.0000,  0.1260,  0.0000
  0.1717,  0.0000,  0.0000,  0.0000,  0.0820,  0.2400,  0.2700,  0.0000,  0.0000,  0.0000,  0.1290,  0.0000
  0.1797,  0.0000,  0.0000,  0.0000,  0.0858,  0.2400,  0.2763,  0.0000,  0.0000,  0.0000,  0.1320,  0.0000
  0.1879,  0.0000,  0.0000,  0.0000,  0.0898,  0.2400,  0.2826,  0.0000,  0.0000,  0.0000,  0.1350,  0.0000
