 -0.0460, -0.7648,  1.8754,  0.0460, -0.7648,  1.8754, -0.0459, -0.8529,  1.8856,  0.0459, -0.8529,  1.8856
 -0.0462, -0.7648,  1.8754,  0.0457, -0.7648,  1.8753, -0.0460, -0.8529,  1.8856,  0.0458, -0.8530,  1.8856
 -0.0471, -0.7647,  1.8757,  0.0449, -0.7648,  1.8751, -0.0464, -0.8528,  1.8857,  0.0454, -0.8530,  1.8854
 -0.0484, -0.7647,  1.8761,  0.0435, -0.7649,  1.8747, -0.0470, -0.8527,  1.8859,  0.0448, -0.8532,  1.8853
 -0.0504, -0.7646,  1.8766,  0.0416, -0.7650,  1.8741, -0.0478, -0.8525,  1.8861,  0.0440, -0.8533,  1.8850
 -0.0528, -0.7645,  1.8773,  0.0391, -0.7651,  1.8734, -0.0488, -0.8523,  1.8864,  0.0430, -0.8536,  1.8847
 -0.0559, -0.7644,  1.8781,  0.0361, -0.7652,  1.8725, -0.0501, -0.8520,  1.8868,  0.0417, -0.8539,  1.8843
 -0.0595, -0.7642,  1.8791,  0.0325, -0.7653,  1.8714, -0.0517, -0.8517,  1.8872,  0.0402, -0.8542,  1.8839
 -0.0636, -0.7641,  1.8802,  0.0284, -0.7655,  1.8701, -0.0534, -0.8514,  1.8877,  0.0384, -0.8546,  1.8834
 -0.0683, -0.7639,  1.8814,  0.0237, -0.7657,  1.8687, -0.0554, -0.8510,  1.8883,  0.0364, -0.8550,  1.8828
 -0.0735, -0.7637,  1.8827,  0.0186, -0.7659,  1.8670, -0.0577, -0.8505,  1.8889,  0.0342, -0.8556,  1.8821
 -0.0793, -0.7634,  1.8841,  0.0128, -0.7661,  1.8652, -0.0601, -0.8500,  1.8896,  0.0318, -0.8561,  1.8813
 -0.0857, -0.7632,  1.8856,  0.0066, -0.7664,  1.8631, -0.0628, -0.8495,  1.8903,  0.0291, -0.8568,  1.8805
 -0.0926, -0.7629,  1.8871, -0.0002, -0.7667,  1.8607, -0.0658, -0.8490,  1.8911,  0.0262, -0.8575,  1.8795
 -0.1000, -0.7626,  1.8887, -0.0075, -0.7669,  1.8581, -0.0690, -0.8484,  1.8919,  0.0231, -0.8582,  1.8785
 -0.1080, -0.7623,  1.8904, -0.0153, -0.7673,  1.8552, -0.0724, -0.8478,  1.8928,  0.0197, -0.8591,  1.8774
 -0.1167, -0.7620,  1.8921, -0.0237, -0.7676,  1.8521, -0.0761, -0.8472,  1.8938,  0.0170, -0.8622,  1.8819
 -0.1258, -0.7617,  1.8937, -0.0325, -0.7679,  1.8486, -0.0800, -0.8465,  1.8947,  0.0157, -0.8693,  1.8967
 -0.1355, -0.7614,  1.8954, -0.0418, -0.7683,  1.8448, -0.0842, -0.8459,  1.8957,  0.0157, -0.8800,  1.9206
 -0.1457, -0.7610,  1.8970, -0.0517, -0.7687,  1.8406, -0.0886, -0.8452,  1.8967,  0.0169, -0.8935,  1.9523
 -0.1565, -0.7606,  1.8985, -0.0620, -0.7690,  1.8361, -0.0932, -0.8445,  1.8978,  0.0195, -0.9092,  1.9905
 -0.1679, -0.7603,  1.9000, -0.0728, -0.7694,  1.8312, -0.0981, -0.8438,  1.8989,  0.0234, -0.9266,  2.0339
 -0.1785, -0.7628,  1.9086, -0.0822, -0.7728,  1.8342, -0.1027, -0.8463,  1.9072,  0.0286, -0.9448,  2.0812
 -0.1872, -0.7705,  1.9304, -0.0888, -0.7817,  1.8523, -0.1066, -0.8546,  1.9288,  0.0355, -0.9635,  2.1316
 -0.1941, -0.7824,  1.9634, -0.0928, -0.7952,  1.8831, -0.1098, -0.8676,  1.9614,  0.0439, -0.9817,  2.1836
 -0.1994, -0.7975,  2.0055, -0.0942, -0.8122,  1.9247, -0.1123, -0.8843,  2.0032,  0.0540, -0.9991,  2.2364
